matchId,summonerName,riotIdGameName,riotIdTagline,teamId,champion,win,kills,deaths,assists,gold,damage_total,damage_magic,damage_physical,damage_true,item0,item1,item2,item3,item4,item5,item6,spell1Id,spell2Id,team_champs,enemy_champs
KR_7775267167,hay#KR1,hay,KR1,200,Bard,True,14,11,30,15234,26028,20912,2640,2475,3152,3020,4645,4646,3100,0,2052,14,4,"['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']","['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']"
KR_7775267167,동민30#KR1,동민30,KR1,200,KSante,True,6,12,25,13667,22390,3361,15822,3207,3111,6662,2502,3075,3083,0,2052,32,4,"['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']","['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']"
KR_7775267167,토라토스#KR1,토라토스,KR1,200,Brand,True,10,11,29,15374,33650,31425,1108,1116,6653,3118,3116,4645,3802,3020,2052,3,4,"['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']","['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']"
KR_7775267167,Neung#0774,Neung,0774,200,Corki,True,17,8,19,17175,33634,6473,24415,2745,3078,3042,3111,3161,3071,1033,2052,6,4,"['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']","['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']"
KR_7775267167,구의사거리#KR1,구의사거리,KR1,200,Kayn,True,9,18,17,13741,19659,0,18602,1057,3042,6610,3111,6333,3065,1036,0,32,4,"['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']","['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']"
KR_7750298473,아이디길게해보자어디까지되나확인#KR2,아이디길게해보자어디까지되나확인,KR2,100,Caitlyn,False,0,0,0,2091,1429,52,1376,0,1038,0,0,0,0,0,2052,6,4,"['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']","['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']"
KR_7750298473,차가운하마#777,차가운하마,777,100,Jax,False,0,1,0,2069,100,71,0,28,3057,1028,0,0,0,0,0,32,4,"['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']","['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']"
KR_7750298473,칼든강도#히든올가,칼든강도,히든올가,100,Lissandra,False,0,0,0,2049,110,80,0,30,3803,2003,0,0,0,0,2052,32,4,"['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']","['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']"
KR_7750298473,퇴 물#노망주,퇴 물,노망주,100,Orianna,False,0,1,0,2063,715,608,58,47,3802,0,0,0,0,0,2052,6,4,"['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']","['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']"
KR_7750298473,제로콜라왜먹음#0000,제로콜라왜먹음,0000,100,MissFortune,False,0,0,0,1889,0,0,0,0,3070,2508,0,0,0,0,2052,3,4,"['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']","['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']"
KR_7750298473,전과4범 형수#KR1,전과4범 형수,KR1,200,Rumble,True,0,0,1,2052,729,636,59,33,3147,0,0,0,0,0,2052,32,4,"['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']","['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']"
KR_7750298473,행복몽구#KR1,행복몽구,KR1,200,Galio,True,1,0,1,2346,386,326,0,60,1011,3070,0,0,0,0,2052,4,32,"['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']","['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']"
KR_7750298473,카우링스따#KR1,카우링스따,KR1,200,Kalista,True,0,0,1,2204,499,0,499,0,3134,1036,0,0,0,0,2052,4,1,"['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']","['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']"
KR_7750298473,powehi#8789,powehi,8789,200,Volibear,True,0,0,2,2071,401,169,231,0,1011,1028,0,0,0,0,2052,32,4,"['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']","['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']"
KR_7750298473,15시즌진현#KR1,15시즌진현,KR1,200,Rell,True,1,0,1,2248,133,94,39,0,2051,3070,2003,0,0,0,2052,32,4,"['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']","['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']"
KR_7772050971,니이트#KR1,니이트,KR1,100,Ryze,True,13,5,23,13519,33274,32574,699,0,1058,6657,3040,3020,3110,1058,0,4,6,"['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']","['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']"
KR_7772050971,LKatarina#KR1,LKatarina,KR1,100,Zed,True,12,12,19,10972,25148,1223,23866,58,6692,3133,0,6676,6696,3158,2052,6,4,"['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']","['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']"
KR_7772050971,제설낫#KR1,제설낫,KR1,100,Malphite,True,8,9,21,10844,16520,10763,4931,825,2051,3084,3118,1001,2502,0,0,4,32,"['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']","['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']"
KR_7772050971,PearLess#KR1,PearLess,KR1,100,Yuumi,True,9,2,40,11785,21737,20073,234,1430,4642,3040,6655,3108,2022,0,2052,3,14,"['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']","['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']"
KR_7772050971,백여우 미향#KR1,백여우 미향,KR1,100,MasterYi,True,8,14,15,10634,17898,1013,14662,2222,3006,3153,3124,6672,0,0,2052,6,4,"['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']","['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']"
KR_7772050971,Nunuzzdenuz#888,Nunuzzdenuz,888,200,Akali,False,13,9,16,11652,21390,19779,1009,601,3152,3020,4645,4646,1058,0,2052,32,4,"['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']","['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']"
KR_7772050971,Ainz Ooal Gown#KR01,Ainz Ooal Gown,KR01,200,Sivir,False,9,11,22,11627,22371,73,22298,0,3032,3006,6675,3031,3123,1036,2052,6,4,"['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']","['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']"
KR_7772050971,김째깐#KR1,김째깐,KR1,200,Gragas,False,4,9,22,9421,15286,13106,928,1251,3118,3020,6655,3145,3113,0,2052,32,4,"['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']","['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']"
KR_7772050971,호볼이는말랑말랑#KR1,호볼이는말랑말랑,KR1,200,Ezreal,False,4,10,26,10515,22388,6474,15914,0,3042,3078,1037,3047,2021,1028,2052,3,4,"['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']","['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']"
KR_7772050971,분탕좀치지마#KR1,분탕좀치지마,KR1,200,Gangplank,False,12,11,16,11136,17202,2101,11631,3470,6676,3078,2031,6696,3158,1018,2052,32,4,"['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']","['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']"
KR_7740309635,밥남기는남기#KR1,밥남기는남기,KR1,100,Singed,False,7,12,31,12914,29338,26903,756,1678,6657,3116,6653,3009,3742,0,2052,32,4,"['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']","['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']"
KR_7740309635,좋은게 좋은거지#OBDB,좋은게 좋은거지,OBDB,100,Viktor,False,9,12,30,13362,22793,22184,609,0,6655,3100,1026,4645,3916,3020,2052,6,4,"['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']","['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']"
KR_7740309635,괜찮아 동하야#KR1,괜찮아 동하야,KR1,100,Zed,False,23,10,20,16308,44528,1390,40674,2463,126697,3158,6694,3161,6696,6692,2052,32,4,"['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']","['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']"
KR_7740309635,금붕어#아줌마,금붕어,아줌마,100,Zoe,False,7,13,30,11720,26531,19451,1646,5434,6655,3916,4645,3100,0,3020,2052,14,4,"['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']","['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']"
KR_7740309635,넓을호하늘천#KR1,넓을호하늘천,KR1,100,Katarina,False,7,14,30,12603,31096,13881,15457,1757,3084,3748,3153,3051,1042,3111,2052,32,4,"['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']","['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']"
KR_7740309635,AlPha DogY#KR1,AlPha DogY,KR1,200,Vex,True,15,11,22,14034,33298,29013,1560,2724,1058,0,3157,6655,4645,3020,2052,32,4,"['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']","['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']"
KR_7740309635,꽁끼낑깡낑꽁깡꽁#KR1,꽁끼낑깡낑꽁깡꽁,KR1,200,Amumu,True,13,11,27,14158,23739,17792,2528,3419,6664,3121,3111,8020,3075,1033,2052,32,4,"['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']","['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']"
KR_7740309635,Nunuzzdenuz#888,Nunuzzdenuz,888,200,Trundle,True,23,9,19,16168,43583,4631,38098,853,6610,3111,3078,3065,3153,1036,2052,32,4,"['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']","['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']"
KR_7740309635,김정우#1030,김정우,1030,200,Akali,True,9,13,22,12185,29277,26056,1562,1658,4646,3157,3020,1026,4645,0,2052,4,32,"['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']","['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']"
KR_7740309635,에 휴#ehyu,에 휴,ehyu,200,Senna,True,1,9,49,12577,15043,3568,11317,157,3087,3071,3094,3009,1037,1018,2052,6,4,"['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']","['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']"
KR_7733035584,Captain Jang#jini,Captain Jang,jini,100,Nocturne,False,20,18,19,18524,48103,1747,41109,5246,4004,3042,126697,3158,6696,6676,2052,32,4,"['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']","['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']"
KR_7733035584,집 가고 싶다#집 보내줘,집 가고 싶다,집 보내줘,100,Khazix,False,26,18,14,18935,45938,2335,37985,5617,126697,4004,3042,6692,6676,6699,2052,4,32,"['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']","['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']"
KR_7733035584,이젠진짜게임안하고공부할꺼임#오늘만하고,이젠진짜게임안하고공부할꺼임,오늘만하고,100,Ziggs,False,8,11,33,16226,43403,37719,563,5121,2503,3118,6653,3158,4645,3165,2052,4,32,"['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']","['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']"
KR_7733035584,생화학미사일#KR1,생화학미사일,KR1,100,Taliyah,False,6,16,23,15579,37933,34529,216,3187,3040,3020,4645,2503,3916,3135,2052,4,6,"['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']","['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']"
KR_7733035584,태 림#INFP,태 림,INFP,100,Yunara,False,2,16,36,14821,35818,29971,2309,3537,6655,4646,3135,3089,3145,3020,0,32,4,"['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']","['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']"
KR_7733035584,그날너는#8271,그날너는,8271,200,Ahri,True,18,14,20,16924,28001,22406,768,4827,3157,4645,4646,3020,3089,6655,2052,32,4,"['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']","['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']"
KR_7733035584,포이즌쿠킹마스터#KR1,포이즌쿠킹마스터,KR1,200,LeeSin,True,25,12,32,20242,42891,8133,31757,3000,6692,3111,6610,6333,3156,3071,2052,32,4,"['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']","['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']"
KR_7733035584,마누라몰래롤꿀잼#KR1,마누라몰래롤꿀잼,KR1,200,Aatrox,True,7,13,31,15550,29795,3111,24901,1782,3084,3111,3065,6333,2502,2021,2052,32,4,"['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']","['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']"
KR_7733035584,박 진진#1602,박 진진,1602,200,AurelionSol,True,17,13,36,17740,32509,29829,197,2482,6657,3020,3040,3116,6653,8010,2052,6,4,"['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']","['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']"
KR_7733035584,지금플레이GO#KR1,지금플레이GO,KR1,200,Xerath,True,12,11,38,16950,37925,36152,834,938,2503,3020,3157,6653,4628,3137,2052,4,3,"['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']","['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']"
KR_7731612124,기사노믹#KR0,기사노믹,KR0,100,Blitzcrank,True,2,9,30,10235,11826,7146,3584,1095,3121,3084,3111,1011,1011,0,2052,4,32,"['Blitzcrank', 'Chogath', 'Lulu', 'Xayah', 'Caitlyn']","['Ryze', 'Tristana', 'Zac', 'Janna', 'Cassiopeia']"
KR_7731612124,수지 핵주먹#KR1,수지 핵주먹,KR1,100,Chogath,True,12,10,28,12155,30453,16450,6657,7345,3084,3076,3121,3111,4401,3105,2052,32,4,"['Blitzcrank', 'Chogath', 'Lulu', 'Xayah', 'Caitlyn']","['Ryze', 'Tristana', 'Zac', 'Janna', 'Cassiopeia']"
KR_7731612124,오징가징어#KR1,오징가징어,KR1,100,Lulu,True,1,4,48,11278,13721,12399,1020,301,3107,3040,3158,6617,3067,0,2052,3,4,"['Blitzcrank', 'Chogath', 'Lulu', 'Xayah', 'Caitlyn']","['Ryze', 'Tristana', 'Zac', 'Janna', 'Cassiopeia']"
KR_7731612124,팀을 위하는 사람#KR1,팀을 위하는 사람,KR1,100,Xayah,True,19,6,24,15887,50231,82,46732,3416,3032,3031,3006,6675,3036,0,2052,6,4,"['Blitzcrank', 'Chogath', 'Lulu', 'Xayah', 'Caitlyn']","['Ryze', 'Tristana', 'Zac', 'Janna', 'Cassiopeia']"
KR_7731612124,종암래미안라센트#KR1,종암래미안라센트,KR1,100,Caitlyn,True,19,6,23,15321,47708,2006,45349,352,3094,3031,3006,3036,1018,1036,2052,6,4,"['Blitzcrank', 'Chogath', 'Lulu', 'Xayah', 'Caitlyn']","['Ryze', 'Tristana', 'Zac', 'Janna', 'Cassiopeia']"
KR_7731612124,쪼랑말#KR1,쪼랑말,KR1,200,Ryze,False,8,9,22,13488,33600,32769,830,0,3040,6657,3020,3110,4629,4630,2052,6,4,"['Ryze', 'Tristana', 'Zac', 'Janna', 'Cassiopeia']","['Blitzcrank', 'Chogath', 'Lulu', 'Xayah', 'Caitlyn']"
KR_7731612124,무료갓겜에이펙스#KR1,무료갓겜에이펙스,KR1,200,Tristana,False,14,11,12,13062,36728,2517,34211,0,6672,3006,3153,3085,3086,1042,2052,1,4,"['Ryze', 'Tristana', 'Zac', 'Janna', 'Cassiopeia']","['Blitzcrank', 'Chogath', 'Lulu', 'Xayah', 'Caitlyn']"
KR_7731612124,ch1woo#777,ch1woo,777,200,Zac,False,7,14,19,11745,23313,16125,4368,2819,3143,2502,3084,3075,0,0,2052,32,4,"['Ryze', 'Tristana', 'Zac', 'Janna', 'Cassiopeia']","['Blitzcrank', 'Chogath', 'Lulu', 'Xayah', 'Caitlyn']"
KR_7731612124,너가 좀 알려줘#너도늙어봐,너가 좀 알려줘,너도늙어봐,200,Janna,False,1,7,30,10098,5687,4579,1108,0,4005,3040,3158,6617,3067,3114,2052,3,4,"['Ryze', 'Tristana', 'Zac', 'Janna', 'Cassiopeia']","['Blitzcrank', 'Chogath', 'Lulu', 'Xayah', 'Caitlyn']"
KR_7731612124,포이즌쿠킹마스터#KR1,포이즌쿠킹마스터,KR1,200,Cassiopeia,False,5,12,18,10606,24557,24259,298,0,6657,1028,3040,6653,1026,1052,2052,6,4,"['Ryze', 'Tristana', 'Zac', 'Janna', 'Cassiopeia']","['Blitzcrank', 'Chogath', 'Lulu', 'Xayah', 'Caitlyn']"
KR_7769845102,순혈트롤#KR1,순혈트롤,KR1,100,Irelia,True,0,0,3,3212,1003,205,700,97,3801,1028,0,0,0,0,2052,32,4,"['Irelia', 'Braum', 'Viktor', 'Poppy', 'Ashe']","['Taliyah', 'Yuumi', 'Kindred', 'Malphite', 'Senna']"
KR_7769845102,무습다내#kr920,무습다내,kr920,100,Braum,True,0,0,4,2959,638,638,0,0,3070,3082,0,0,0,0,2052,32,4,"['Irelia', 'Braum', 'Viktor', 'Poppy', 'Ashe']","['Taliyah', 'Yuumi', 'Kindred', 'Malphite', 'Senna']"
KR_7769845102,안녕승훈#KR1,안녕승훈,KR1,100,Viktor,True,1,0,2,3155,1188,1149,39,0,3802,2031,0,0,0,0,2052,6,4,"['Irelia', 'Braum', 'Viktor', 'Poppy', 'Ashe']","['Taliyah', 'Yuumi', 'Kindred', 'Malphite', 'Senna']"
KR_7769845102,안녕충현#KR1,안녕충현,KR1,100,Poppy,True,0,0,3,2997,998,161,776,60,3070,2031,3801,0,0,0,2052,4,32,"['Irelia', 'Braum', 'Viktor', 'Poppy', 'Ashe']","['Taliyah', 'Yuumi', 'Kindred', 'Malphite', 'Senna']"
KR_7769845102,황혼이지는소양강#KR1,황혼이지는소양강,KR1,100,Ashe,True,3,0,1,3549,1483,43,1440,0,1038,0,0,0,0,0,2052,6,4,"['Irelia', 'Braum', 'Viktor', 'Poppy', 'Ashe']","['Taliyah', 'Yuumi', 'Kindred', 'Malphite', 'Senna']"
KR_7769845102,Nunuzzdenuz#888,Nunuzzdenuz,888,200,Taliyah,False,0,1,0,2584,2252,2073,149,29,3802,1001,0,0,0,0,2052,6,4,"['Taliyah', 'Yuumi', 'Kindred', 'Malphite', 'Senna']","['Irelia', 'Braum', 'Viktor', 'Poppy', 'Ashe']"
KR_7769845102,Ainz Ooal Gown#KR01,Ainz Ooal Gown,KR01,200,Yuumi,False,0,0,0,2578,969,969,0,0,3802,2031,0,0,0,0,2052,3,13,"['Taliyah', 'Yuumi', 'Kindred', 'Malphite', 'Senna']","['Irelia', 'Braum', 'Viktor', 'Poppy', 'Ashe']"
KR_7769845102,김째깐#KR1,김째깐,KR1,200,Kindred,False,0,2,0,2661,1700,576,990,133,1038,1001,3144,0,0,0,2052,6,4,"['Taliyah', 'Yuumi', 'Kindred', 'Malphite', 'Senna']","['Irelia', 'Braum', 'Viktor', 'Poppy', 'Ashe']"
KR_7769845102,싼 타#7777,싼 타,7777,200,Malphite,False,0,1,0,2414,347,217,104,25,3070,1011,1028,0,0,0,0,32,4,"['Taliyah', 'Yuumi', 'Kindred', 'Malphite', 'Senna']","['Irelia', 'Braum', 'Viktor', 'Poppy', 'Ashe']"
KR_7769845102,싸씀잉#KR1,싸씀잉,KR1,200,Senna,False,0,0,0,2378,0,0,0,0,2010,0,0,0,0,0,2052,4,6,"['Taliyah', 'Yuumi', 'Kindred', 'Malphite', 'Senna']","['Irelia', 'Braum', 'Viktor', 'Poppy', 'Ashe']"
KR_7773445355,아펠리오스#kaisa,아펠리오스,kaisa,100,Vayne,True,17,5,17,14752,48428,3404,31245,13779,3153,3302,3124,1031,1057,3047,2052,1,4,"['Vayne', 'Yone', 'Kayn', 'Senna', 'Galio']","['Ezreal', 'Annie', 'Nasus', 'Tryndamere', 'Zilean']"
KR_7773445355,지존킹신경태#KR1,지존킹신경태,KR1,100,Yone,True,12,8,23,14074,28933,5648,19040,4244,3184,3006,3091,3153,6673,1038,2052,4,32,"['Vayne', 'Yone', 'Kayn', 'Senna', 'Galio']","['Ezreal', 'Annie', 'Nasus', 'Tryndamere', 'Zilean']"
KR_7773445355,벵 코#GOD,벵 코,GOD,100,Kayn,True,11,10,28,12406,31799,3788,25655,2355,6692,126697,3009,3042,3035,0,2052,32,4,"['Vayne', 'Yone', 'Kayn', 'Senna', 'Galio']","['Ezreal', 'Annie', 'Nasus', 'Tryndamere', 'Zilean']"
KR_7773445355,강을복#KR1,강을복,KR1,100,Senna,True,8,3,37,14797,30402,5488,24914,0,3087,3009,3071,3094,3031,0,2052,6,4,"['Vayne', 'Yone', 'Kayn', 'Senna', 'Galio']","['Ezreal', 'Annie', 'Nasus', 'Tryndamere', 'Zilean']"
KR_7773445355,도파민디톡스150#0615,도파민디톡스150,0615,100,Galio,True,3,8,34,11943,22115,20413,161,1540,0,0,0,0,0,0,2052,32,4,"['Vayne', 'Yone', 'Kayn', 'Senna', 'Galio']","['Ezreal', 'Annie', 'Nasus', 'Tryndamere', 'Zilean']"
KR_7773445355,Ndora#KR1,Ndora,KR1,200,Ezreal,False,7,7,17,12615,27301,6783,20518,0,6662,3042,3047,3153,3035,1036,2052,21,4,"['Ezreal', 'Annie', 'Nasus', 'Tryndamere', 'Zilean']","['Vayne', 'Yone', 'Kayn', 'Senna', 'Galio']"
KR_7773445355,Moonstruck Love#0626,Moonstruck Love,0626,200,Annie,False,6,16,14,11319,18757,16033,825,1898,3118,3158,3157,6653,1058,0,2052,32,4,"['Ezreal', 'Annie', 'Nasus', 'Tryndamere', 'Zilean']","['Vayne', 'Yone', 'Kayn', 'Senna', 'Galio']"
