matchId,time_sec,minute,killerId,killer_team,killer_name,killer_champ,victimId,victim_team,victim_name,victim_champ,assistIds
KR_7777147221,321.892,5.36,5,100.0,itemjinseyeon#jisen,Vex,6,200,동구는공주야#KR1,Ashe,"[2, 4]"
KR_7777147221,324.331,5.41,7,200.0,뽀 솔#1111,Lulu,5,100,itemjinseyeon#jisen,Vex,"[6, 8, 10]"
KR_7777147221,334.317,5.57,8,200.0,총 균#KR1,Zed,3,100,게임하는데 말을 왜 거는 거야#말좀걸지마,Gnar,"[7, 10]"
KR_7777147221,338.559,5.64,2,100.0,나의아기고양이준민#jaem,Malphite,8,200,총 균#KR1,Zed,[3]
KR_7777147221,344.504,5.74,7,200.0,뽀 솔#1111,Lulu,2,100,나의아기고양이준민#jaem,Malphite,"[8, 10]"
KR_7777147221,450.643,7.51,10,200.0,sngh#KR1,TahmKench,4,100,나나나나나나너너무서운해#PraY,Ambessa,"[6, 7, 8, 9]"
KR_7777147221,475.125,7.92,5,100.0,itemjinseyeon#jisen,Vex,9,200,AD its Mine#KR1,Katarina,[3]
KR_7777147221,477.363,7.96,8,200.0,총 균#KR1,Zed,3,100,게임하는데 말을 왜 거는 거야#말좀걸지마,Gnar,"[6, 7, 9, 10]"
KR_7777147221,492.159,8.2,8,200.0,총 균#KR1,Zed,1,100,지면 리폿때림#KR5,Viego,"[6, 7, 9]"
KR_7777147221,494.531,8.24,6,200.0,동구는공주야#KR1,Ashe,2,100,나의아기고양이준민#jaem,Malphite,"[7, 8, 10]"
KR_7777147221,508.693,8.48,6,200.0,동구는공주야#KR1,Ashe,4,100,나나나나나나너너무서운해#PraY,Ambessa,"[7, 8, 10]"
KR_7777147221,516.04,8.6,8,200.0,총 균#KR1,Zed,5,100,itemjinseyeon#jisen,Vex,[7]
KR_7777147221,537.249,8.95,3,100.0,게임하는데 말을 왜 거는 거야#말좀걸지마,Gnar,10,200,sngh#KR1,TahmKench,"[1, 2]"
KR_7777147221,546.955,9.12,3,100.0,게임하는데 말을 왜 거는 거야#말좀걸지마,Gnar,6,200,동구는공주야#KR1,Ashe,"[1, 2, 4]"
KR_7777147221,548.658,9.14,9,200.0,AD its Mine#KR1,Katarina,3,100,게임하는데 말을 왜 거는 거야#말좀걸지마,Gnar,"[6, 7, 8, 10]"
KR_7777147221,553.701,9.23,4,100.0,나나나나나나너너무서운해#PraY,Ambessa,9,200,AD its Mine#KR1,Katarina,"[3, 5]"
KR_7777147221,579.152,9.65,2,100.0,나의아기고양이준민#jaem,Malphite,6,200,동구는공주야#KR1,Ashe,[5]
KR_7777147221,580.722,9.68,7,200.0,뽀 솔#1111,Lulu,2,100,나의아기고양이준민#jaem,Malphite,"[8, 10]"
KR_7777147221,586.867,9.78,8,200.0,총 균#KR1,Zed,1,100,지면 리폿때림#KR5,Viego,"[7, 9]"
KR_7777147221,602.102,10.04,10,200.0,sngh#KR1,TahmKench,4,100,나나나나나나너너무서운해#PraY,Ambessa,"[7, 8, 9]"
KR_7777147221,606.377,10.11,5,100.0,itemjinseyeon#jisen,Vex,9,200,AD its Mine#KR1,Katarina,"[1, 3, 4]"
KR_7777147221,609.417,10.16,10,200.0,sngh#KR1,TahmKench,5,100,itemjinseyeon#jisen,Vex,"[7, 9]"
KR_7777147221,649.129,10.82,6,200.0,동구는공주야#KR1,Ashe,3,100,게임하는데 말을 왜 거는 거야#말좀걸지마,Gnar,"[7, 8, 9, 10]"
KR_7777147221,666.737,11.11,6,200.0,동구는공주야#KR1,Ashe,4,100,나나나나나나너너무서운해#PraY,Ambessa,"[7, 8, 9, 10]"
KR_7777147221,676.67,11.28,8,200.0,총 균#KR1,Zed,1,100,지면 리폿때림#KR5,Viego,"[7, 9]"
KR_7777147221,733.322,12.22,9,200.0,AD its Mine#KR1,Katarina,3,100,게임하는데 말을 왜 거는 거야#말좀걸지마,Gnar,"[6, 7, 8, 10]"
KR_7777147221,733.856,12.23,5,100.0,itemjinseyeon#jisen,Vex,9,200,AD its Mine#KR1,Katarina,"[1, 3]"
KR_7777147221,734.057,12.23,4,100.0,나나나나나나너너무서운해#PraY,Ambessa,8,200,총 균#KR1,Zed,[]
KR_7777147221,738.466,12.31,10,200.0,sngh#KR1,TahmKench,2,100,나의아기고양이준민#jaem,Malphite,"[6, 7, 8]"
KR_7777147221,738.7,12.31,5,100.0,itemjinseyeon#jisen,Vex,6,200,동구는공주야#KR1,Ashe,"[1, 2]"
KR_7777147221,749.054,12.48,1,100.0,지면 리폿때림#KR5,Viego,10,200,sngh#KR1,TahmKench,"[2, 3, 4, 5]"
KR_7777147221,749.722,12.5,4,100.0,나나나나나나너너무서운해#PraY,Ambessa,7,200,뽀 솔#1111,Lulu,"[1, 2, 5]"
KR_7777147221,769.695,12.83,5,100.0,itemjinseyeon#jisen,Vex,9,200,AD its Mine#KR1,Katarina,"[1, 4]"
KR_7777147221,776.241,12.94,6,200.0,동구는공주야#KR1,Ashe,1,100,지면 리폿때림#KR5,Viego,"[8, 9]"
KR_7777147221,779.451,12.99,6,200.0,동구는공주야#KR1,Ashe,4,100,나나나나나나너너무서운해#PraY,Ambessa,"[8, 9]"
KR_7777147221,788.56,13.14,8,200.0,총 균#KR1,Zed,5,100,itemjinseyeon#jisen,Vex,[]
KR_7777147221,792.401,13.21,2,100.0,나의아기고양이준민#jaem,Malphite,6,200,동구는공주야#KR1,Ashe,"[1, 4, 5]"
KR_7777147221,796.647,13.28,10,200.0,sngh#KR1,TahmKench,3,100,게임하는데 말을 왜 거는 거야#말좀걸지마,Gnar,"[6, 7, 8]"
KR_7777147221,797.916,13.3,8,200.0,총 균#KR1,Zed,2,100,나의아기고양이준민#jaem,Malphite,"[7, 10]"
KR_7777147221,849.83,14.16,1,100.0,지면 리폿때림#KR5,Viego,9,200,AD its Mine#KR1,Katarina,"[3, 4, 5]"
KR_7777147221,872.475,14.54,8,200.0,총 균#KR1,Zed,4,100,나나나나나나너너무서운해#PraY,Ambessa,[7]
KR_7777147221,881.927,14.7,6,200.0,동구는공주야#KR1,Ashe,3,100,게임하는데 말을 왜 거는 거야#말좀걸지마,Gnar,"[7, 10]"
KR_7777147221,883.163,14.72,6,200.0,동구는공주야#KR1,Ashe,1,100,지면 리폿때림#KR5,Viego,"[7, 8, 10]"
KR_7777147221,891.817,14.86,8,200.0,총 균#KR1,Zed,5,100,itemjinseyeon#jisen,Vex,"[6, 7, 10]"
KR_7777147221,906.119,15.1,9,200.0,AD its Mine#KR1,Katarina,2,100,나의아기고양이준민#jaem,Malphite,"[7, 10]"
KR_7777147221,910.661,15.18,6,200.0,동구는공주야#KR1,Ashe,4,100,나나나나나나너너무서운해#PraY,Ambessa,"[7, 9, 10]"
KR_7777147221,956.587,15.94,5,100.0,itemjinseyeon#jisen,Vex,9,200,AD its Mine#KR1,Katarina,"[3, 4]"
KR_7777147221,997.236,16.62,8,200.0,총 균#KR1,Zed,2,100,나의아기고양이준민#jaem,Malphite,"[6, 7, 9, 10]"
KR_7777147221,998.419,16.64,9,200.0,AD its Mine#KR1,Katarina,4,100,나나나나나나너너무서운해#PraY,Ambessa,"[6, 7, 8, 10]"
KR_7777147221,1001.392,16.69,9,200.0,AD its Mine#KR1,Katarina,1,100,지면 리폿때림#KR5,Viego,"[6, 7, 8, 10]"
KR_7777147221,1009.141,16.82,9,200.0,AD its Mine#KR1,Katarina,5,100,itemjinseyeon#jisen,Vex,"[6, 7, 8, 10]"
KR_7777147221,1013.55,16.89,6,200.0,동구는공주야#KR1,Ashe,3,100,게임하는데 말을 왜 거는 거야#말좀걸지마,Gnar,"[7, 8, 9, 10]"
KR_7775267167,61.442,1.02,6,200.0,hay#KR1,Bard,2,100,근거리 미#8463,FiddleSticks,"[7, 8, 9]"
KR_7775267167,70.794,1.18,1,100.0,짜냐옹#3NSHU,Diana,7,200,동민30#KR1,KSante,"[2, 3, 4, 5]"
KR_7775267167,74.969,1.25,5,100.0,우힝팬더#KR1,MissFortune,10,200,구의사거리#KR1,Kayn,"[1, 3, 4]"
KR_7775267167,77.775,1.3,3,100.0,동구는공주야#KR1,Caitlyn,6,200,hay#KR1,Bard,"[4, 5]"
KR_7775267167,90.5,1.51,9,200.0,Neung#0774,Corki,2,100,근거리 미#8463,FiddleSticks,"[6, 7, 8]"
KR_7775267167,101.388,1.69,1,100.0,짜냐옹#3NSHU,Diana,10,200,구의사거리#KR1,Kayn,"[3, 4, 5]"
KR_7775267167,101.689,1.69,6,200.0,hay#KR1,Bard,1,100,짜냐옹#3NSHU,Diana,"[8, 10]"
KR_7775267167,108.001,1.8,3,100.0,동구는공주야#KR1,Caitlyn,8,200,토라토스#KR1,Brand,"[2, 4, 5]"
KR_7775267167,108.168,1.8,4,100.0,뽀 솔#1111,Anivia,6,200,hay#KR1,Bard,"[1, 3, 5]"
KR_7775267167,129.177,2.15,4,100.0,뽀 솔#1111,Anivia,10,200,구의사거리#KR1,Kayn,"[1, 2, 3, 5]"
KR_7775267167,140.299,2.34,3,100.0,동구는공주야#KR1,Caitlyn,7,200,동민30#KR1,KSante,"[1, 2]"
KR_7775267167,141.869,2.36,8,200.0,토라토스#KR1,Brand,2,100,근거리 미#8463,FiddleSticks,"[6, 7, 9, 10]"
KR_7775267167,160.072,2.67,8,200.0,토라토스#KR1,Brand,3,100,동구는공주야#KR1,Caitlyn,"[6, 9, 10]"
KR_7775267167,160.473,2.67,1,100.0,짜냐옹#3NSHU,Diana,10,200,구의사거리#KR1,Kayn,"[3, 4, 5]"
KR_7775267167,164.848,2.75,5,100.0,우힝팬더#KR1,MissFortune,9,200,Neung#0774,Corki,[3]
KR_7775267167,173.369,2.89,2,100.0,근거리 미#8463,FiddleSticks,6,200,hay#KR1,Bard,"[1, 4, 5]"
KR_7775267167,176.241,2.94,5,100.0,우힝팬더#KR1,MissFortune,7,200,동민30#KR1,KSante,"[1, 2, 4]"
KR_7775267167,200.508,3.34,7,200.0,동민30#KR1,KSante,1,100,짜냐옹#3NSHU,Diana,"[8, 10]"
KR_7775267167,205.017,3.42,9,200.0,Neung#0774,Corki,2,100,근거리 미#8463,FiddleSticks,"[6, 8, 10]"
KR_7775267167,235.309,3.92,10,200.0,구의사거리#KR1,Kayn,1,100,짜냐옹#3NSHU,Diana,"[6, 8, 9]"
KR_7775267167,238.348,3.97,2,100.0,근거리 미#8463,FiddleSticks,8,200,토라토스#KR1,Brand,"[1, 4]"
KR_7775267167,238.348,3.97,2,100.0,근거리 미#8463,FiddleSticks,10,200,구의사거리#KR1,Kayn,"[1, 3, 4, 5]"
KR_7775267167,243.365,4.06,3,100.0,동구는공주야#KR1,Caitlyn,6,200,hay#KR1,Bard,[2]
KR_7775267167,255.957,4.27,9,200.0,Neung#0774,Corki,2,100,근거리 미#8463,FiddleSticks,"[6, 7]"
KR_7775267167,285.486,4.76,10,200.0,구의사거리#KR1,Kayn,4,100,뽀 솔#1111,Anivia,"[6, 8]"
KR_7775267167,286.321,4.77,1,100.0,짜냐옹#3NSHU,Diana,10,200,구의사거리#KR1,Kayn,"[3, 5]"
KR_7775267167,294.002,4.9,5,100.0,우힝팬더#KR1,MissFortune,8,200,토라토스#KR1,Brand,[3]
KR_7775267167,330.08,5.5,10,200.0,구의사거리#KR1,Kayn,1,100,짜냐옹#3NSHU,Diana,"[6, 8, 9]"
KR_7775267167,330.981,5.52,5,100.0,우힝팬더#KR1,MissFortune,7,200,동민30#KR1,KSante,"[1, 2, 3, 4]"
KR_7775267167,335.657,5.59,5,100.0,우힝팬더#KR1,MissFortune,10,200,구의사거리#KR1,Kayn,"[1, 3, 4]"
KR_7775267167,368.62,6.14,2,100.0,근거리 미#8463,FiddleSticks,6,200,hay#KR1,Bard,"[1, 5]"
KR_7775267167,370.323,6.17,4,100.0,뽀 솔#1111,Anivia,10,200,구의사거리#KR1,Kayn,"[1, 2, 3, 5]"
KR_7775267167,371.225,6.19,8,200.0,토라토스#KR1,Brand,2,100,근거리 미#8463,FiddleSticks,"[6, 7, 9, 10]"
KR_7775267167,381.428,6.36,8,200.0,토라토스#KR1,Brand,5,100,우힝팬더#KR1,MissFortune,[6]
KR_7775267167,386.404,6.44,8,200.0,토라토스#KR1,Brand,3,100,동구는공주야#KR1,Caitlyn,"[6, 7, 9]"
KR_7775267167,387.807,6.46,1,100.0,짜냐옹#3NSHU,Diana,8,200,토라토스#KR1,Brand,[3]
KR_7775267167,390.145,6.5,1,100.0,짜냐옹#3NSHU,Diana,9,200,Neung#0774,Corki,[3]
KR_7775267167,390.479,6.51,7,200.0,동민30#KR1,KSante,4,100,뽀 솔#1111,Anivia,"[6, 8]"
KR_7775267167,391.214,6.52,9,200.0,Neung#0774,Corki,1,100,짜냐옹#3NSHU,Diana,"[6, 7, 8]"
KR_7775267167,415.996,6.93,10,200.0,구의사거리#KR1,Kayn,2,100,근거리 미#8463,FiddleSticks,"[6, 7]"
KR_7775267167,418.467,6.97,3,100.0,동구는공주야#KR1,Caitlyn,10,200,구의사거리#KR1,Kayn,"[2, 5]"
KR_7775267167,455.956,7.6,10,200.0,구의사거리#KR1,Kayn,3,100,동구는공주야#KR1,Caitlyn,"[6, 9]"
KR_7775267167,459.636,7.66,5,100.0,우힝팬더#KR1,MissFortune,7,200,동민30#KR1,KSante,"[1, 2, 3]"
KR_7775267167,459.636,7.66,1,100.0,짜냐옹#3NSHU,Diana,8,200,토라토스#KR1,Brand,"[2, 3]"
KR_7775267167,460.004,7.67,2,100.0,근거리 미#8463,FiddleSticks,10,200,구의사거리#KR1,Kayn,"[1, 3, 4, 5]"
KR_7775267167,460.772,7.68,8,200.0,토라토스#KR1,Brand,2,100,근거리 미#8463,FiddleSticks,"[6, 9, 10]"
KR_7775267167,476.772,7.95,9,200.0,Neung#0774,Corki,1,100,짜냐옹#3NSHU,Diana,"[6, 7, 8]"
KR_7775267167,479.277,7.99,5,100.0,우힝팬더#KR1,MissFortune,9,200,Neung#0774,Corki,[2]
KR_7775267167,480.445,8.01,9,200.0,Neung#0774,Corki,5,100,우힝팬더#KR1,MissFortune,"[6, 8]"
KR_7775267167,492.202,8.2,6,200.0,hay#KR1,Bard,4,100,뽀 솔#1111,Anivia,[10]
KR_7775267167,505.093,8.42,6,200.0,hay#KR1,Bard,2,100,근거리 미#8463,FiddleSticks,"[7, 8]"
KR_7775267167,520.667,8.68,9,200.0,Neung#0774,Corki,3,100,동구는공주야#KR1,Caitlyn,[7]
KR_7775267167,521.735,8.7,5,100.0,우힝팬더#KR1,MissFortune,7,200,동민30#KR1,KSante,"[1, 3]"
KR_7775267167,597.34,9.96,1,100.0,짜냐옹#3NSHU,Diana,9,200,Neung#0774,Corki,"[3, 4]"
KR_7775267167,598.209,9.97,6,200.0,hay#KR1,Bard,3,100,동구는공주야#KR1,Caitlyn,[8]
KR_7775267167,598.944,9.98,10,200.0,구의사거리#KR1,Kayn,1,100,짜냐옹#3NSHU,Diana,"[6, 7, 9]"
KR_7775267167,613.139,10.22,5,100.0,우힝팬더#KR1,MissFortune,8,200,토라토스#KR1,Brand,"[2, 3]"
KR_7775267167,628.769,10.48,4,100.0,뽀 솔#1111,Anivia,10,200,구의사거리#KR1,Kayn,"[2, 5]"
KR_7775267167,628.969,10.48,6,200.0,hay#KR1,Bard,2,100,근거리 미#8463,FiddleSticks,"[8, 10]"
KR_7775267167,633.278,10.55,1,100.0,짜냐옹#3NSHU,Diana,7,200,동민30#KR1,KSante,"[2, 4, 5]"
KR_7775267167,635.482,10.59,1,100.0,짜냐옹#3NSHU,Diana,6,200,hay#KR1,Bard,"[2, 3, 5]"
KR_7775267167,714.225,11.9,1,100.0,짜냐옹#3NSHU,Diana,10,200,구의사거리#KR1,Kayn,"[2, 4]"
KR_7775267167,720.704,12.01,6,200.0,hay#KR1,Bard,1,100,짜냐옹#3NSHU,Diana,"[8, 10]"
KR_7775267167,756.239,12.6,9,200.0,Neung#0774,Corki,2,100,근거리 미#8463,FiddleSticks,"[6, 8]"
KR_7775267167,768.964,12.82,9,200.0,Neung#0774,Corki,1,100,짜냐옹#3NSHU,Diana,"[6, 8]"
KR_7775267167,781.019,13.02,8,200.0,토라토스#KR1,Brand,3,100,동구는공주야#KR1,Caitlyn,"[6, 10]"
KR_7775267167,781.119,13.02,6,200.0,hay#KR1,Bard,4,100,뽀 솔#1111,Anivia,"[7, 9]"
KR_7775267167,787.899,13.13,6,200.0,hay#KR1,Bard,5,100,우힝팬더#KR1,MissFortune,[8]
KR_7775267167,789.301,13.16,0,,,,6,200,hay#KR1,Bard,[]
KR_7775267167,791.973,13.2,9,200.0,Neung#0774,Corki,2,100,근거리 미#8463,FiddleSticks,"[6, 7, 8, 10]"
KR_7775267167,793.175,13.22,2,100.0,근거리 미#8463,FiddleSticks,9,200,Neung#0774,Corki,"[4, 5]"
KR_7775267167,795.413,13.26,2,100.0,근거리 미#8463,FiddleSticks,10,200,구의사거리#KR1,Kayn,[5]
KR_7775267167,805.299,13.42,1,100.0,짜냐옹#3NSHU,Diana,8,200,토라토스#KR1,Brand,[2]
KR_7775267167,819.092,13.65,4,100.0,뽀 솔#1111,Anivia,7,200,동민30#KR1,KSante,[1]
KR_7775267167,857.267,14.29,1,100.0,짜냐옹#3NSHU,Diana,6,200,hay#KR1,Bard,"[2, 4, 5]"
KR_7775267167,858.202,14.3,9,200.0,Neung#0774,Corki,2,100,근거리 미#8463,FiddleSticks,"[8, 10]"
KR_7775267167,858.703,14.31,5,100.0,우힝팬더#KR1,MissFortune,10,200,구의사거리#KR1,Kayn,"[1, 2]"
KR_7775267167,860.606,14.34,3,100.0,동구는공주야#KR1,Caitlyn,8,200,토라토스#KR1,Brand,"[1, 2]"
KR_7775267167,862.443,14.37,9,200.0,Neung#0774,Corki,1,100,짜냐옹#3NSHU,Diana,"[7, 8]"
KR_7775267167,882.282,14.7,7,200.0,동민30#KR1,KSante,3,100,동구는공주야#KR1,Caitlyn,[9]
KR_7775267167,892.034,14.87,5,100.0,우힝팬더#KR1,MissFortune,7,200,동민30#KR1,KSante,"[3, 4]"
KR_7775267167,907.311,15.12,6,200.0,hay#KR1,Bard,5,100,우힝팬더#KR1,MissFortune,"[7, 9]"
KR_7775267167,919.468,15.32,4,100.0,뽀 솔#1111,Anivia,10,200,구의사거리#KR1,Kayn,"[1, 2, 5]"
KR_7775267167,934.21,15.57,3,100.0,동구는공주야#KR1,Caitlyn,8,200,토라토스#KR1,Brand,[2]
KR_7775267167,950.743,15.85,1,100.0,짜냐옹#3NSHU,Diana,9,200,Neung#0774,Corki,[]
KR_7775267167,954.25,15.9,7,200.0,동민30#KR1,KSante,2,100,근거리 미#8463,FiddleSticks,[8]
KR_7775267167,958.692,15.98,5,100.0,우힝팬더#KR1,MissFortune,7,200,동민30#KR1,KSante,"[1, 2, 3, 4]"
KR_7775267167,971.483,16.19,1,100.0,짜냐옹#3NSHU,Diana,6,200,hay#KR1,Bard,[3]
KR_7775267167,974.489,16.24,10,200.0,구의사거리#KR1,Kayn,4,100,뽀 솔#1111,Anivia,[7]
KR_7775267167,975.49,16.26,5,100.0,우힝팬더#KR1,MissFortune,10,200,구의사거리#KR1,Kayn,"[3, 4]"
KR_7775267167,994.16,16.57,1,100.0,짜냐옹#3NSHU,Diana,8,200,토라토스#KR1,Brand,"[3, 5]"
KR_7775267167,995.329,16.59,9,200.0,Neung#0774,Corki,1,100,짜냐옹#3NSHU,Diana,[8]
KR_7775267167,996.832,16.61,3,100.0,동구는공주야#KR1,Caitlyn,9,200,Neung#0774,Corki,"[1, 5]"
KR_7775267167,1001.741,16.7,7,200.0,동민30#KR1,KSante,3,100,동구는공주야#KR1,Caitlyn,[9]
KR_7775267167,1028.011,17.13,10,200.0,구의사거리#KR1,Kayn,2,100,근거리 미#8463,FiddleSticks,"[6, 7]"
KR_7775267167,1081.603,18.03,6,200.0,hay#KR1,Bard,3,100,동구는공주야#KR1,Caitlyn,"[8, 9]"
KR_7775267167,1082.839,18.05,5,100.0,우힝팬더#KR1,MissFortune,6,200,hay#KR1,Bard,"[2, 3]"
KR_7775267167,1083.574,18.06,8,200.0,토라토스#KR1,Brand,2,100,근거리 미#8463,FiddleSticks,"[6, 9, 10]"
KR_7775267167,1090.801,18.18,4,100.0,뽀 솔#1111,Anivia,10,200,구의사거리#KR1,Kayn,"[1, 2]"
KR_7775267167,1094.01,18.23,7,200.0,동민30#KR1,KSante,5,100,우힝팬더#KR1,MissFortune,[6]
KR_7775267167,1094.211,18.24,9,200.0,Neung#0774,Corki,1,100,짜냐옹#3NSHU,Diana,[8]
KR_7775267167,1103.094,18.38,8,200.0,토라토스#KR1,Brand,4,100,뽀 솔#1111,Anivia,"[7, 9, 10]"
KR_7775267167,1134.99,18.92,3,100.0,동구는공주야#KR1,Caitlyn,7,200,동민30#KR1,KSante,[2]
KR_7775267167,1135.157,18.92,3,100.0,동구는공주야#KR1,Caitlyn,8,200,토라토스#KR1,Brand,[2]
KR_7775267167,1137.829,18.96,8,200.0,토라토스#KR1,Brand,3,100,동구는공주야#KR1,Caitlyn,[7]
KR_7775267167,1140.584,19.01,1,100.0,짜냐옹#3NSHU,Diana,9,200,Neung#0774,Corki,[2]
KR_7775267167,1143.557,19.06,6,200.0,hay#KR1,Bard,2,100,근거리 미#8463,FiddleSticks,[9]
KR_7775267167,1210.51,20.18,6,200.0,hay#KR1,Bard,3,100,동구는공주야#KR1,Caitlyn,"[7, 10]"
KR_7775267167,1215.366,20.26,9,200.0,Neung#0774,Corki,1,100,짜냐옹#3NSHU,Diana,"[6, 7, 8, 10]"
KR_7775267167,1217.613,20.29,9,200.0,Neung#0774,Corki,2,100,근거리 미#8463,FiddleSticks,"[6, 8]"
KR_7775267167,1219.651,20.33,6,200.0,hay#KR1,Bard,5,100,우힝팬더#KR1,MissFortune,[7]
KR_7775267167,1229.035,20.48,10,200.0,구의사거리#KR1,Kayn,4,100,뽀 솔#1111,Anivia,"[6, 7, 8, 9]"
KR_7775267167,1231.306,20.52,4,100.0,뽀 솔#1111,Anivia,10,200,구의사거리#KR1,Kayn,"[1, 2, 5]"
KR_7775267167,1251.379,20.86,0,,,,6,200,hay#KR1,Bard,[]
KR_7775267167,1252.92,20.88,9,200.0,Neung#0774,Corki,3,100,동구는공주야#KR1,Caitlyn,"[6, 7]"
KR_7775267167,1254.723,20.91,0,,,,7,200,동민30#KR1,KSante,[]
KR_7750298473,136.68,2.28,7,200.0,행복몽구#KR1,Galio,4,100,퇴 물#노망주,Orianna,"[6, 8, 9, 10]"
KR_7750298473,137.382,2.29,10,200.0,15시즌진현#KR1,Rell,2,100,차가운하마#777,Jax,"[7, 9]"
KR_7772050971,83.322,1.39,6,200.0,Nunuzzdenuz#888,Akali,5,100,백여우 미향#KR1,MasterYi,"[7, 8, 10]"
KR_7772050971,84.825,1.41,6,200.0,Nunuzzdenuz#888,Akali,2,100,LKatarina#KR1,Zed,"[7, 8, 9]"
KR_7772050971,111.011,1.85,1,100.0,니이트#KR1,Ryze,10,200,분탕좀치지마#KR1,Gangplank,"[3, 4]"
KR_7772050971,111.044,1.85,5,100.0,백여우 미향#KR1,MasterYi,7,200,Ainz Ooal Gown#KR01,Sivir,"[2, 4]"
KR_7772050971,128.947,2.15,2,100.0,LKatarina#KR1,Zed,9,200,호볼이는말랑말랑#KR1,Ezreal,"[4, 5]"
KR_7772050971,129.08,2.15,6,200.0,Nunuzzdenuz#888,Akali,3,100,제설낫#KR1,Malphite,"[8, 9, 10]"
KR_7772050971,129.381,2.16,6,200.0,Nunuzzdenuz#888,Akali,5,100,백여우 미향#KR1,MasterYi,"[7, 8, 9]"
KR_7772050971,129.548,2.16,2,100.0,LKatarina#KR1,Zed,8,200,김째깐#KR1,Gragas,"[4, 5]"
KR_7772050971,131.685,2.19,6,200.0,Nunuzzdenuz#888,Akali,1,100,니이트#KR1,Ryze,"[8, 10]"
KR_7772050971,183.775,3.06,7,200.0,Ainz Ooal Gown#KR01,Sivir,2,100,LKatarina#KR1,Zed,[10]
KR_7772050971,227.295,3.79,10,200.0,분탕좀치지마#KR1,Gangplank,5,100,백여우 미향#KR1,MasterYi,"[6, 7, 8, 9]"
KR_7772050971,228.063,3.8,1,100.0,니이트#KR1,Ryze,7,200,Ainz Ooal Gown#KR01,Sivir,"[2, 3, 4]"
KR_7772050971,229.8,3.83,9,200.0,호볼이는말랑말랑#KR1,Ezreal,3,100,제설낫#KR1,Malphite,"[6, 7, 8, 10]"
KR_7772050971,246.499,4.11,1,100.0,니이트#KR1,Ryze,6,200,Nunuzzdenuz#888,Akali,"[2, 4]"
